% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.680316576e+01 +3.680316576e+01 -1.554683424e+01 -1.554683424e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +3.340497237e+01 +3.340497237e+01 -1.894502763e+01 -1.894502763e+01 -4.1561e-01 +2.3604e-01 +1.4240e+00 +1.2546e+00 +1.3986e+00 +1.9530e+00 -1.0223e+00 -2.7707e+00 -2.1629e-01 +3.8363e-01 -8.4337e-01 +8.5350e-01 +1.1399e+00 -6.9207e-03 -1.8387e-01 -5.4605e-01 +1.5712e+00 -6.8449e-01 +1.1167e+00 -1.0081e+00
29 +2.950356644e+01 +2.950356644e+01 -2.284643356e+01 -2.284643356e+01 +1.3462e+00 +1.0209e+00 +7.0783e-03 +1.3208e+00 +2.4250e+00 +2.7785e+00 -2.9862e+00 -1.0768e+00 -2.0209e-02 +5.5847e-01 -5.3153e-01 +7.1169e-01 +2.3479e+00 -8.8052e-03 +1.9595e+00 -1.0540e+00 +4.3304e-01 -1.2377e+00 +9.7733e-01 -2.6115e+00
37 +1.958750809e+01 +1.958750809e+01 -3.276249191e+01 -3.276249191e+01 +1.2495e+00 +2.7904e-01 -6.5978e-01 +1.1504e+00 +1.3563e+00 +3.7848e+00 -2.2018e+00 -8.0114e-01 +8.6694e-01 -8.8467e-02 -4.7188e-02 +1.0401e-01 +2.1042e+00 +1.3037e+00 +1.8435e+00 -1.4715e+00 -3.9587e-01 +4.5124e-01 +1.4299e+00 -3.7890e+00
58 +1.876644938e+01 +1.876644938e+01 -3.358355062e+01 -3.358355062e+01 +1.2693e+00 -1.2448e+00 +1.3034e+00 +1.8295e+00 +9.0482e-01 +3.6724e+00 -2.8991e+00 -3.1997e-01 +3.0946e+00 -4.4223e-01 +3.3142e-01 +1.0729e+00 +2.8594e+00 +2.2591e+00 +1.5095e+00 -2.2156e+00 -1.5797e-01 +2.6501e-01 +1.7120e+00 -2.8869e+00
72 +1.805316539e+01 +1.805316539e+01 -3.429683461e+01 -3.429683461e+01 +1.4944e+00 -7.9114e-01 +1.6968e+00 +1.0755e+00 -3.7540e-01 +2.9861e+00 -2.4972e+00 -3.3020e-01 +2.9927e+00 -9.1733e-01 +1.4722e+00 +1.4703e+00 +8.5729e-01 +1.8744e+00 +1.6651e+00 -2.3837e+00 -1.2322e+00 +1.0488e+00 +2.3037e-01 -2.1464e+00
98 +1.604257975e+01 +1.604257975e+01 -3.630742025e+01 -3.630742025e+01 +1.1129e+00 -1.8274e+00 +2.4078e+00 +3.8238e-01 -1.0775e+00 +3.2801e+00 -2.3254e+00 -1.5913e-01 +3.7320e+00 -2.4389e+00 +1.1921e+00 +7.9249e-01 +6.1177e-01 +7.3255e-01 +1.9921e+00 -2.4411e+00 -2.1894e+00 +1.4805e+00 -1.6977e-01 -3.2299e+00
105 +1.528022460e+01 +1.528022460e+01 -3.706977540e+01 -3.706977540e+01 +1.1842e+00 -1.8294e+00 +1.8987e+00 -3.6412e-01 -2.0400e+00 +2.8608e+00 -2.3090e+00 -1.2879e+00 +4.2421e+00 -1.6591e+00 +1.0401e+00 +1.5076e-01 +7.0775e-01 +8.3257e-01 +1.0086e+00 -2.2424e+00 -2.1716e+00 +1.6519e+00 -6.6765e-01 -3.4161e+00
115 +1.388046794e+01 +1.388046794e+01 -3.846953206e+01 -3.846953206e+01 +1.3934e-01 -2.2456e+00 +1.5101e+00 -3.8002e-01 -2.4741e+00 +3.5449e+00 -2.5051e+00 -1.6216e+00 +4.1984e+00 -1.0272e+00 +1.0136e+00 -1.3496e-02 +7.9072e-01 +1.4541e+00 +1.0375e+00 -2.2723e+00 -1.2635e+00 +1.3685e+00 -2.5933e-03 -2.9072e+00
122 +1.247274662e+01 +1.247274662e+01 -3.987725338e+01 -3.987725338e+01 +3.9282e-01 -1.8008e+00 +1.1817e+00 -8.5957e-01 -2.0261e+00 +3.5535e+00 -1.3122e+00 -1.7972e+00 +3.6353e+00 -4.4322e-01 +1.1499e+00 +1.2979e-01 +9.5175e-01 +1.5174e+00 +3.9223e-01 -2.5581e+00 -8.9561e-01 +8.6366e-01 +7.0516e-01 -3.2175e+00
137 +1.095142991e+01 +1.095142991e+01 -4.139857009e+01 -4.139857009e+01 -7.0490e-01 -1.5074e+00 +1.1140e+00 -4.2390e-01 -2.0676e+00 +2.1504e+00 -2.3488e+00 -1.4748e+00 +4.1223e+00 -2.3275e-01 +1.5468e+00 +8.5205e-01 +7.0404e-01 +6.1327e-01 -3.2095e-01 -1.9640e+00 -1.5954e+00 +1.2495e+00 +6.4798e-01 -3.3032e+00
153 +1.047412316e+01 +1.047412316e+01 -4.187587684e+01 -4.187587684e+01 -6.3183e-01 -1.2550e+00 +1.7039e+00 -6.1551e-01 -2.8565e+00 +3.1328e+00 -2.1478e+00 -1.6340e+00 +2.5708e+00 -7.4352e-01 +1.8212e+00 +6.9130e-01 +7.9199e-01 -3.7035e-01 -4.8968e-01 -2.3707e+00 -1.8955e+00 +8.6864e-01 -6.9589e-02 -2.5332e+00
160 +9.584515306e+00 +9.584515306e+00 -4.276548469e+01 -4.276548469e+01 -1.0673e+00 -1.4395e+00 +1.8326e+00 -1.2483e+00 -1.9706e+00 +3.6981e+00 -3.0515e+00 -2.4852e+00 +3.4284e+00 -4.0767e-01 +1.8417e+00 +1.1479e+00 +1.0006e+00 -2.7537e-01 -3.1216e-01 -1.5904e+00 -1.4332e+00 +3.3192e-01 -1.3013e-01 -4.2489e+00
176 +8.510994954e+00 +8.510994954e+00 -4.383900505e+01 -4.383900505e+01 -1.8531e+00 -1.7629e+00 +2.2868e+00 -1.8623e+00 -2.3596e+00 +3.0512e+00 -3.3917e+00 -3.2755e+00 +4.0795e+00 -2.2994e+00 +1.9784e+00 +1.5010e+00 +2.5905e+00 -1.2967e-01 -1.2500e+00 -7.6047e-01 -1.7260e+00 +2.5522e-01 +8.9560e-01 -4.7134e+00
192 +7.795341957e+00 +7.795341957e+00 -4.455465804e+01 -4.455465804e+01 -1.0791e+00 -1.8923e+00 +2.3656e+00 -1.1159e+00 -1.2348e+00 +2.1169e+00 -2.1868e+00 -2.2973e+00 +3.8106e+00 -1.9933e+00 +2.1184e+00 +1.4195e+00 +2.7120e+00 -3.5553e-01 -3.7991e-01 -6.8530e-01 -2.1098e+00 +1.2187e+00 +1.1549e-01 -3.9527e+00
198 +7.648123282e+00 +7.648123282e+00 -4.470187672e+01 -4.470187672e+01 -6.3566e-01 -6.7950e-01 +1.6909e+00 -1.1469e+00 -2.2506e+00 +2.7459e+00 -2.9160e+00 -2.6547e+00 +3.4250e+00 -2.5085e+00 +2.7777e+00 +1.0845e+00 +1.6046e+00 -7.0519e-01 -4.1636e-01 -8.9323e-01 -2.4821e+00 +1.1219e+00 +9.5617e-01 -3.9108e+00
201 +6.614254372e+00 +6.614254372e+00 -4.573574563e+01 -4.573574563e+01 -8.9052e-01 -6.5975e-01 +2.1402e+00 -8.5159e-01 -1.4611e+00 +3.0522e+00 -3.1973e+00 -1.9267e+00 +3.3364e+00 -2.2263e+00 +2.2411e+00 +9.9919e-01 +1.9278e+00 -7.2361e-01 -3.2960e-01 -1.2823e+00 -2.5541e+00 +6.6262e-01 +9.3000e-01 -3.5174e+00
204 +6.521904582e+00 +6.521904582e+00 -4.582809542e+01 -4.582809542e+01 -8.3589e-01 +1.3072e-01 +2.3748e+00 -6.2905e-01 -1.7497e+00 +2.7290e+00 -2.5626e+00 -2.2565e+00 +2.8837e+00 -1.9011e+00 +1.8582e+00 +4.2185e-01 +1.8643e+00 -3.2958e-01 -7.4613e-01 -3.4467e-01 -1.4317e+00 +1.1372e+00 +4.4033e-01 -3.2373e+00
280 +6.075127781e+00 +6.075127781e+00 -4.627487222e+01 -4.627487222e+01 -1.7387e+00 -6.2683e-01 +1.2904e+00 -8.5519e-01 -1.1893e+00 +3.9438e+00 -2.7111e+00 -1.9591e+00 +1.8080e+00 -1.4918e+00 +1.9253e+00 +2.3901e-01 +2.4875e+00 -1.0012e+00 -8.9898e-01 -4.3496e-01 -1.8143e+00 +8.7924e-01 +1.7018e+00 -1.9909e+00
